title,link,description,{http://purl.org/rss/1.0/modules/content/}encoded,pubDate,guid,ID
"b'Volvic Naturelle (nat\xc3\xbcrliches Mineralwasser) 1,5L'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/75702',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/39de6a7f-577e-472b-97a7-316e2ff3ec41/Produktabbildung.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nVolvic Naturelle (nat\xc3\xbcrliches Mineralwasser) 1,5L<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nDanone Waters Deutschland GmbH\nAm Hauptbahnhof 18\n60329 Frankfurt am Main<br/>\n<b>Grund der Warnung:</b>\nSensorische Ver\xc3\xa4nderungen aufgrund von Spuren eines f\xc3\xbcr die Lebensmittelproduktion vorgesehenen, essigbasierten Reinigungsmittels.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Berlin, Brandenburg, Hessen, Mecklenburg-Vorpommern, Nordrhein-Westfalen, Rheinland-Pfalz<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/39de6a7f-577e-472b-97a7-316e2ff3ec41/Produktabbildung.JPG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nVolvic Naturelle (nat\xc3\xbcrliches Mineralwasser) 1,5L<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nDanone Waters Deutschland GmbH\nAm Hauptbahnhof 18\n60329 Frankfurt am Main<br/>\n<b>Grund der Warnung:</b>\nSensorische Ver\xc3\xa4nderungen aufgrund von Spuren eines f\xc3\xbcr die Lebensmittelproduktion vorgesehenen, essigbasierten Reinigungsmittels.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Berlin, Brandenburg, Hessen, Mecklenburg-Vorpommern, Nordrhein-Westfalen, Rheinland-Pfalz<br/>\n'","b'Thu, 06 Jan 2022 12:54:19 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/75702',252
"b'Zimt, gemahlen und verschiedene Gew\xc3\xbcrzmischungen (siehe beigef\xc3\xbcgte Verbraucherinformationen)'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/75477',"b'<b>Produktbezeichnung:</b>\nZimt, gemahlen und verschiedene Gew\xc3\xbcrzmischungen (siehe beigef\xc3\xbcgte Verbraucherinformationen)<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nGew\xc3\xbcrze Markranst\xc3\xa4dt GmbH<br/>\n<b>Grund der Warnung:</b>\nIm Rahmen einer Untersuchung wurden geringe R\xc3\xbcckst\xc3\xa4nde von 2-Chlorethanol in der Zutat Zimt nachgewiesen.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBerlin, Brandenburg, Hamburg, Hessen, Mecklenburg-Vorpommern, Nordrhein-Westfalen, Sachsen, Sachsen-Anhalt, Th\xc3\xbcringen<br/>\n'","b'<b>Produktbezeichnung:</b>\nZimt, gemahlen und verschiedene Gew\xc3\xbcrzmischungen (siehe beigef\xc3\xbcgte Verbraucherinformationen)<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nGew\xc3\xbcrze Markranst\xc3\xa4dt GmbH<br/>\n<b>Grund der Warnung:</b>\nIm Rahmen einer Untersuchung wurden geringe R\xc3\xbcckst\xc3\xa4nde von 2-Chlorethanol in der Zutat Zimt nachgewiesen.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBerlin, Brandenburg, Hamburg, Hessen, Mecklenburg-Vorpommern, Nordrhein-Westfalen, Sachsen, Sachsen-Anhalt, Th\xc3\xbcringen<br/>\n'","b'Wed, 29 Dec 2021 12:03:08 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/75477',253
b'Asia Cook Asia F\xc3\xbcnfgew\xc3\xbcrz 40 g Vertrieb \xc3\xbcber Kaufland',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/75292',"b'<b>Produktbezeichnung:</b>\nAsia Cook Asia F\xc3\xbcnfgew\xc3\xbcrz 40 g \nVertrieb \xc3\xbcber Kaufland<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nMarkranst\xc3\xa4dt Gew\xc3\xbcrze GmbH<br/>\n<b>Grund der Warnung:</b>\nIm Rahmen einer Untersuchung wurden geringe R\xc3\xbcckst\xc3\xa4nde von 2-Chlorethanol in der Zutat Zimt nachgewiesen.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<b>Produktbezeichnung:</b>\nAsia Cook Asia F\xc3\xbcnfgew\xc3\xbcrz 40 g \nVertrieb \xc3\xbcber Kaufland<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nMarkranst\xc3\xa4dt Gew\xc3\xbcrze GmbH<br/>\n<b>Grund der Warnung:</b>\nIm Rahmen einer Untersuchung wurden geringe R\xc3\xbcckst\xc3\xa4nde von 2-Chlorethanol in der Zutat Zimt nachgewiesen.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Thu, 23 Dec 2021 13:16:54 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/75292',254
"b'Hautbleichmittel \xe2\x80\x9eClinic Clear, Whitening Body Lotion"" der Marke \xe2\x80\x9edodo cosmetics\xe2\x80\x9c'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/kosmetische+mittel/75142',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/5ed7765c-badf-4761-bc46-85ab2e7018ee/Produktbild1.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nHautbleichmittel \xe2\x80\x9eClinic Clear, Whitening Body Lotion"" der Marke \xe2\x80\x9edodo cosmetics\xe2\x80\x9c<br/>\n<b>Typ:</b>\nkosmetische Mittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFa. Sandra Afro Shop<br/>\n<b>Grund der Warnung:</b>\nHydrochinon und Clobetasolpropionat<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/5ed7765c-badf-4761-bc46-85ab2e7018ee/Produktbild1.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nHautbleichmittel \xe2\x80\x9eClinic Clear, Whitening Body Lotion"" der Marke \xe2\x80\x9edodo cosmetics\xe2\x80\x9c<br/>\n<b>Typ:</b>\nkosmetische Mittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFa. Sandra Afro Shop<br/>\n<b>Grund der Warnung:</b>\nHydrochinon und Clobetasolpropionat<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern<br/>\n'","b'Mon, 20 Dec 2021 09:33:23 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/kosmetische+mittel/75142',255
b'BBQ Gew\xc3\xbcrzmischung 100g Dose',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/75050',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/a514eb30-31c5-49de-9751-77f67c63d12c/BBQ Gew\xc3\xbcrzmischung.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nBBQ Gew\xc3\xbcrzmischung 100g Dose<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nCurry- Gew\xc3\xbcrzmanufaktur\nHafendamm 38 A\n24937 Flensburg<br/>\n<b>Grund der Warnung:</b>\nNicht gekennzeichnetes Allergen Sesam<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Hamburg, Hessen, Niedersachsen, Rheinland-Pfalz, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/a514eb30-31c5-49de-9751-77f67c63d12c/BBQ Gew\xc3\xbcrzmischung.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nBBQ Gew\xc3\xbcrzmischung 100g Dose<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nCurry- Gew\xc3\xbcrzmanufaktur\nHafendamm 38 A\n24937 Flensburg<br/>\n<b>Grund der Warnung:</b>\nNicht gekennzeichnetes Allergen Sesam<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Hamburg, Hessen, Niedersachsen, Rheinland-Pfalz, Sachsen-Anhalt, Schleswig-Holstein<br/>\n'","b'Fri, 17 Dec 2021 08:28:38 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/75050',256
b'Curry Indisch',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/74990',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/83517d41-fbc7-4416-9c07-d5fa6b4c23df/Presseinformation Yalcinkaya Curry.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nCurry Indisch<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nYalcinkaya Gew\xc3\xbcrzhandel GmbH\nLilienthalstr. 23\n64625 Bensheim<br/>\n<b>Grund der Warnung:</b>\nNachweis von Ethylenoxid<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/83517d41-fbc7-4416-9c07-d5fa6b4c23df/Presseinformation Yalcinkaya Curry.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nCurry Indisch<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nYalcinkaya Gew\xc3\xbcrzhandel GmbH\nLilienthalstr. 23\n64625 Bensheim<br/>\n<b>Grund der Warnung:</b>\nNachweis von Ethylenoxid<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Th\xc3\xbcringen<br/>\n'","b'Thu, 16 Dec 2021 13:41:57 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/74990',257
b'Zimt gemahlen',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/74905',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/fd9f0081-e90b-4b3a-aa18-fa3b944c458e/Produktbild1.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nZimt gemahlen<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFirma Mina Gew\xc3\xbcrze<br/>\n<b>Grund der Warnung:</b>\nEthylenoxid<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Hessen, Nordrhein-Westfalen, Sachsen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/fd9f0081-e90b-4b3a-aa18-fa3b944c458e/Produktbild1.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nZimt gemahlen<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFirma Mina Gew\xc3\xbcrze<br/>\n<b>Grund der Warnung:</b>\nEthylenoxid<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Hessen, Nordrhein-Westfalen, Sachsen<br/>\n'","b'Wed, 15 Dec 2021 16:04:22 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/74905',258
b'Zimt gemahlen Curry indisch Curry Thai',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/74639',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/892bcfb1-4daf-45dc-ae7d-7d3271de7e57/001.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nZimt gemahlen\n\nCurry indisch\n\nCurry Thai<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nGew\xc3\xbcrzvertrieb Nordrhein\nFrankenseite 81\n47877 Willich<br/>\n<b>Grund der Warnung:</b>\nR\xc3\xbcckst\xc3\xa4nde von Ethylenoxid<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/892bcfb1-4daf-45dc-ae7d-7d3271de7e57/001.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nZimt gemahlen\n\nCurry indisch\n\nCurry Thai<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nGew\xc3\xbcrzvertrieb Nordrhein\nFrankenseite 81\n47877 Willich<br/>\n<b>Grund der Warnung:</b>\nR\xc3\xbcckst\xc3\xa4nde von Ethylenoxid<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Wed, 08 Dec 2021 08:56:16 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/74639',259
b'Joolea Wasserspray aqua 150 ml',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/kosmetische+mittel/74348',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/afff6120-6cbe-499e-80c4-4ef8d4744196/2021_Joolea Wasserspray.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nJoolea Wasserspray aqua 150 ml<br/>\n<b>Typ:</b>\nkosmetische Mittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nBUDNI Handels- und Service GmbH & Co. KG\nNew-York-Ring 6\n22297 Hamburg<br/>\n<b>Grund der Warnung:</b>\nEs kann nicht ausgeschlossen werden, dass das Produkt mikrobiologisch belastet ist. Im Rahmen von Kontrollen wurden die Bakterien Burkholderia cenocepacia sowie Ralstonia spp. festgestellt, welche bei immungeschw\xc3\xa4chten Verbraucher:innen Infektionen ausl\xc3\xb6sen k\xc3\xb6nnen. Andere Chargennummern sowie weitere Artikel der Marke Joolea sind nicht betroffen.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Berlin, Hamburg, Niedersachsen, Saarland, Sachsen, Schleswig-Holstein<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/afff6120-6cbe-499e-80c4-4ef8d4744196/2021_Joolea Wasserspray.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nJoolea Wasserspray aqua 150 ml<br/>\n<b>Typ:</b>\nkosmetische Mittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nBUDNI Handels- und Service GmbH & Co. KG\nNew-York-Ring 6\n22297 Hamburg<br/>\n<b>Grund der Warnung:</b>\nEs kann nicht ausgeschlossen werden, dass das Produkt mikrobiologisch belastet ist. Im Rahmen von Kontrollen wurden die Bakterien Burkholderia cenocepacia sowie Ralstonia spp. festgestellt, welche bei immungeschw\xc3\xa4chten Verbraucher:innen Infektionen ausl\xc3\xb6sen k\xc3\xb6nnen. Andere Chargennummern sowie weitere Artikel der Marke Joolea sind nicht betroffen.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBayern, Berlin, Hamburg, Niedersachsen, Saarland, Sachsen, Schleswig-Holstein<br/>\n'","b'Thu, 02 Dec 2021 10:13:00 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/kosmetische+mittel/74348',260
b'dennree Nelken ganz 40g',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/74186',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/e0631da1-0728-4603-ab0a-4849f5ecce9e/Produktbild.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\ndennree Nelken ganz 40g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFa. dennree<br/>\n<b>Grund der Warnung:</b>\nPflanzenschutzmittelr\xc3\xbcckstand<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/e0631da1-0728-4603-ab0a-4849f5ecce9e/Produktbild.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\ndennree Nelken ganz 40g<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFa. dennree<br/>\n<b>Grund der Warnung:</b>\nPflanzenschutzmittelr\xc3\xbcckstand<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Fri, 26 Nov 2021 16:02:59 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/74186',261
b'Calciumcarbonat 500 mg Kautabletten 100 St\xc3\xbcck LOT-Nr. 1111220 & 1112220 Calciumcarbonat 500 mg Kautabletten 500 St\xc3\xbcck LOT-Nr. 1151220 & 1152220',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/73606',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/6295ee00-fc9b-431b-9aed-f5a3bcd88951/11100.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nCalciumcarbonat 500 mg Kautabletten 100 St\xc3\xbcck LOT-Nr. 1111220 & 1112220\nCalciumcarbonat 500 mg Kautabletten 500 St\xc3\xbcck LOT-Nr. 1151220 & 1152220<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nWarnke Vitalstoffe GmbH\nPostfach 2942\nD-35539 Wetzlar<br/>\n<b>Grund der Warnung:</b>\nDer festgestellte Ethylenoxid-Gehalt liegt \xc3\xbcber dem zugelassenen Grenzwert.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/6295ee00-fc9b-431b-9aed-f5a3bcd88951/11100.jpg"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nCalciumcarbonat 500 mg Kautabletten 100 St\xc3\xbcck LOT-Nr. 1111220 & 1112220\nCalciumcarbonat 500 mg Kautabletten 500 St\xc3\xbcck LOT-Nr. 1151220 & 1152220<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nWarnke Vitalstoffe GmbH\nPostfach 2942\nD-35539 Wetzlar<br/>\n<b>Grund der Warnung:</b>\nDer festgestellte Ethylenoxid-Gehalt liegt \xc3\xbcber dem zugelassenen Grenzwert.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Tue, 09 Nov 2021 08:37:06 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/73606',262
b'Schachtelhalm \xe2\x80\x9eZinnkraut\xe2\x80\x9c geschnitten Bio',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/73484',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/40ef1681-3fbe-4156-a832-4c3257e273b3/Produktbild.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nSchachtelhalm \xe2\x80\x9eZinnkraut\xe2\x80\x9c geschnitten Bio<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nWurdies Kr\xc3\xa4uter GmbH & Co. KG<br/>\n<b>Grund der Warnung:</b>\nFeststellung von Salmonellen<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/40ef1681-3fbe-4156-a832-4c3257e273b3/Produktbild.png"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nSchachtelhalm \xe2\x80\x9eZinnkraut\xe2\x80\x9c geschnitten Bio<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nWurdies Kr\xc3\xa4uter GmbH & Co. KG<br/>\n<b>Grund der Warnung:</b>\nFeststellung von Salmonellen<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Wed, 03 Nov 2021 08:06:49 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/73484',263
b'Trekkingnahrung Reis mit H\xc3\xa4hnchencurry glutenfrei gefriergetrocknet 120 g - Marke FORCLAZ',b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/72986',"b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/da7b24d0-3fc8-424d-8fc0-3fb26c1988d8/Bild.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nTrekkingnahrung Reis mit H\xc3\xa4hnchencurry glutenfrei gefriergetrocknet 120 g - Marke FORCLAZ<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFr\xc3\xa9d\xc3\xa9ric M\xc3\xb4, Leader Forclaz\n170 avenue L\xc3\xa9man Mont-Blanc\n74190 Passy FR<br/>\n<b>Grund der Warnung:</b>\nDer festgestellte Ethylenoxid-Gehalt liegt \xc3\xbcber dem zugelassenen Grenzwert.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'<img src=""https://www.lebensmittelwarnung.de/bvl-lmw-de/opensaga/attachment/da7b24d0-3fc8-424d-8fc0-3fb26c1988d8/Bild.PNG"" width=""100"" /><br/>\n<b>Produktbezeichnung:</b>\nTrekkingnahrung Reis mit H\xc3\xa4hnchencurry glutenfrei gefriergetrocknet 120 g - Marke FORCLAZ<br/>\n<b>Typ:</b>\nLebensmittel<br/>\n<b>Hersteller (Inverkehrbringer):</b>\nFr\xc3\xa9d\xc3\xa9ric M\xc3\xb4, Leader Forclaz\n170 avenue L\xc3\xa9man Mont-Blanc\n74190 Passy FR<br/>\n<b>Grund der Warnung:</b>\nDer festgestellte Ethylenoxid-Gehalt liegt \xc3\xbcber dem zugelassenen Grenzwert.<br/>\n<b>Betroffene L\xc3\xa4nder:</b>\nBaden-W\xc3\xbcrttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Th\xc3\xbcringen<br/>\n'","b'Fri, 22 Oct 2021 12:16:27 +0000'",b'https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/72986',264
